72,OFFSEG: A Semantic Segmentation Framework For Off-Road Driving,2021,"39(IEEE), 69(GS)",OFFSEG,Semantic,,https://ieeexplore.ieee.org/abstract/document/9551643?casa_token=b9c1-__lt8YAAAAA:SYhNamX0Px8qGn5OFQKx03CwOkTOa7R7IePUaxx14oZcPSTskpd2mnPJeK1sZZ-AdybC1YQQDqKm,Google Scholar,Road semantic segmentation,doi.org/10.1109/CASE49439.2021.9551643,IEEE,2021 IEEE 17th International Conference on Automation Science and Engineering (CASE),,,,,
73,Fine-Grained Off-Road Semantic Segmentation and Mapping via Contrastive Learning,2021,"24(IEEE), 35(GS)",AlexNet,Semantic,,https://ieeexplore.ieee.org/abstract/document/9636033?casa_token=5EF_J6SV_PAAAAAA:3smxULrVZDO0_xU0nfQ5I0zojc4BdFEawM0859FIqQfkLtsw0p96JfsFR0dKp85NOokQsLlY72K0,Google Scholar,Road semantic segmentation,doi.org/10.1109/IROS51168.2021.9636033,IEEE,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),,,,,
74,CCNet: Criss-Cross Attention for Semantic Segmentation,2019,"2034(IEEE), 3897(GS)",CCNet,Semantic,,https://ieeexplore.ieee.org/document/9009011,Google Scholar,Semantic Segmentation,doi.org/10.1109/ICCV.2019.00069,IEEE,2019 IEEE/CVF International Conference on Computer Vision (ICCV),,,,,
75,A Road Scene Semantic Segmentation Algorithm Based on Improved BiSeNet V2,2024,"1(IEEE), 1(GS)",BiSeNet V2,Semantic,,https://ieeexplore.ieee.org/document/10581484,IEEE Xplore,deep learning for road semantic segmentation,doi.org/10.1109/AINIT61980.2024.10581484,IEEE,"2024 5th International Seminar on Artificial Intelligence, Networking and Information Technology (AINIT)",,,,,
76,Seg_UResNet: A Deep Hybrid Convolutional Neural Network of Road Scenes for semantic segmentation,2024,"1(IEEE),1(GS)",Seg_UResNet,Semantic,,https://ieeexplore.ieee.org/document/10616428,IEEE Xplore,deep learning for road semantic segmentation,doi.org/10.1109/ICCSC62074.2024.10616428,IEEE,"2024 International Conference on Circuit, Systems and Communication (ICCSC)",,,,,
77,DRMNet: more efficient bilateral networks for real-time semantic segmentation of road scenes,2024,"1(Springer), 1(GS)",DRMNet,Semantic,,https://link.springer.com/article/10.1007/s11554-024-01579-6,Springer Nature Link,Road semantic segmentation,http://doi.org/10.1007/s11554-024-01579-6,Springer,-,,,,,
78,LFFNet: lightweight feature-enhanced fusion network for real-time semantic segmentation of road scenes,2024,"11 (GS), 8(Springer)",LFFNet,Semantic,,https://link.springer.com/article/10.1007/s10044-024-01237-4,Springer Nature Link,Road semantic segmentation,doi.org/10.1007/s10044-024-01237-4,Springer,-,,,,,
79,SegTransConv: Transformer and CNN Hybrid Method for Real-Time Semantic Segmentation of Autonomous Vehicles,2023,"35(GS), 21(IEEE)",SegTransConv,Semantic,,https://ieeexplore.ieee.org/document/10254444,IEEE Xplore ,transformer segmentation driving,doi.org/10.1109/TITS.2023.3313982,IEEE,"IEEE Transactions on Intelligent Transportation Systems ( Volume: 25, Issue: 2, February 2024)",,,,,
80,Automatic Road Detection and Centerline Extraction via Cascaded End-to-End Convolutional Neural Network,2017,"359(IEEE), 516(GS)",Cascaded End-to-End Convolutional Neural Network,Semantic,,https://ieeexplore.ieee.org/document/7873262,IEEE Xplore,accurate road semantic segmentation,doi.org/10.1109/TGRS.2017.2669341,IEEE,"IEEE Transactions on Geoscience and Remote Sensing ( Volume: 55, Issue: 6, June 2017)",,,,,
,Spatiotemporal CNN for Video Object Segmentation,2019,"123(GS),74(IEEE)",STCNN,Semantic / Instance,,Spatiotemporal CNN for Video Object Segmentation | IEEE Conference Publication | IEEE Xplore,Google Scholar,Semi supervised video object segmentation,10.1109/CVPR.2019.00147.,IEEE,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
,One-Shot Video Object Segmentation,2017,"1190(GS), 640(IEEE)",OSVOS,Semantic / Instance,,One-Shot Video Object Segmentation | IEEE Conference Publication | IEEE Xplore,Google Scholar,Semi supervised video object segmentation,10.1109/CVPR.2017.565,IEEE,2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
,FEELVOS: Fast End-To-End Embedding Learning for Video Object Segmentation,2019,"536(GS), 336(IEEE)",FEELVOS,Semantic / Instance,,FEELVOS: Fast End-To-End Embedding Learning for Video Object Segmentation | IEEE Conference Publication | IEEE Xplore,Google Scholar,Semi supervised video object segmentation,10.1109/CVPR.2019.00971,IEEE,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,,
,RANet: Ranking Attention Network for Fast Video Object Segmentation,2019,"276(GS), 187(IEEE)",RANET,Semantic / Instance,,RANet: Ranking Attention Network for Fast Video Object Segmentation | IEEE Conference Publication | IEEE Xplore,Google Scholar,Semi supervised video object segmentation,10.1109/ICCV.2019.00408,IEEE,"2019 IEEE/CVF International Conference on Computer Vision (ICCV),",,,,,
,Fast Video Object Segmentation Using the Global Context Module,2020,"140(GS), 107(springer)",Global Context,Semantic / Instance,,Fast Video Object Segmentation Using the Global Context Module | SpringerLink,Google Scholar,Semi supervised video object segmentation,http://dx.doi.org/10.1007/978-3-030-58607-2_43,Springer,Computer Vision – ECCV 2020,,,,,
,"PReMVOS: Proposal-generation, Re nement and Merging for Video Object Segmentation",2018,"369(GS),259(springer)",Premvos,Semantic / Instance,,"PReMVOS: Proposal-Generation, Refinement and Merging for Video Object Segmentation | SpringerLink",Google Scholar,Premvos video object segmentation,https://doi.org/10.1007/978-3-030-20870-7_35,Springer,Computer Vision – ACCV 2018,,,,,
46,SDPT: Semantic-Aware Dimension-Pooling Transformer for Image Segmentation,2024,"9(GS), 7(IEEE)",SDPT,Semantic and instance,,https://ieeexplore.ieee.org/document/10584449,IEEE Xplore,transformer segmentation driving,https://doi.org/10.1109/TITS.2024.3417813,IEEE,"IEEE Transactions on Intelligent Transportation Systems, 2024",,,,,
38,Deep High-Resolution Representation Learning for Visual Recognition,2020,"4962(GS), 2819(IEEE)",HRnet,Semantic Can also do instance,,https://ieeexplore.ieee.org/document/9052469,Google Scholar,Semantic segmentation network,https://doi.org/10.1109/TPAMI.2020.2983686,IEEE,"IEEE transactions on pattern analysis and machine intelligence, 2020",,,,,
1,CLFT: Camera-LiDAR Fusion Transformer for Semantic Segmentation in Autonomous Driving,2024,"10(GS), 2(IEEE)",CLFT,Semantic Segmentation,,https://ieeexplore.ieee.org/document/10666263?signout=success,Google Scholar,camera lidar segmentation,https://doi.org/10.1109/TIV.2024.3454971,IEEE,IEEE Transactions on Intelligent Vehicles,,,,,
2,CMX: Cross-modal fusion for RGB-X semantic segmentation with transformers,2023,"490(GS), 230(IEEE)",CMX,Semantic Segmentation,,https://ieeexplore.ieee.org/abstract/document/10231003?casa_token=gZXI8djPmDEAAAAA:zQEv2noEuNCfwDS5lXX99Ag-bGsB24MO_GnURTGZiyk00I6EZa1rBRlWxdwSfhXI9mpmScp1ZQ,Google Scholar,Cross-Modal Fusion segmentation,https://doi.org/10.1109/TITS.2023.3300537,IEEE,IEEE Transactions on Intelligent Transportation Systems ,,,,,
3,CMDFusion: Bidirectional Fusion Network With Cross-Modality Knowledge Distillation for LiDAR Semantic Segmentation,2023,"19(GS), 9(IEEE)",CMDFusion,Semantic Segmentation,,https://ieeexplore.ieee.org/abstract/document/10325588/citations#citations,IEEE Xplore,lidar image fusion segmentation,https://doi.org/10.1109/LRA.2023.3335771,IEEE,IEEE Robotics and Automation Letters ,,,,,
5,PointNet: Deep Learning on Point Sets for 3D Classification and Segmentation,2017,"20835(GS), 2972(IEEE)",PointNet,Semantic Segmentation,,http://ieeexplore.ieee.org/document/8099499,Review Paper,A Survey on Ground Segmentation Methods for Automotive LiDAR Sensors,https://doi.org/10.1109/CVPR.2017.16,IEEE/CVPR,2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
6,PolarNet: An Improved Grid Representation for Online LiDAR Point Clouds Semantic Segmentation,2020,"659(GS), 410(IEEE)",PolarNet,Semantic Segmentation,,https://ieeexplore.ieee.org/document/9156460,Review Paper,A Survey on Ground Segmentation Methods for Automotive LiDAR Sensors,https://doi.org/10.1109/CVPR42600.2020.00962,IEEE/CVPR,2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
7,SqueezeSeg: Convolutional Neural Nets with Recurrent CRF for Real-Time Road-Object Segmentation from 3D LiDAR Point Cloud,2018,"1195(GS), 585(IEEE)",Squeeze-Seg,Semantic Segmentation,,https://ieeexplore.ieee.org/document/8462926,Review Paper,A Survey on Ground Segmentation Methods for Automotive LiDAR Sensors,https://doi.org/10.1109/ICRA.2018.8462926,IEEE/ICRA,2018 IEEE International Conference on Robotics and Automation (ICRA),,,,,
8,SalsaNet: Fast Road and Vehicle Segmentation in LiDAR Point Clouds for Autonomous Driving,2020,"219(GS), 116(IEEE)",SalsaNet,Semantic Segmentation,,https://ieeexplore.ieee.org/document/9304694,Google Scholar,lidar road segmentation,https://doi.org/10.1109/IV47402.2020.9304694,IEEE,2020 IEEE Intelligent Vehicles Symposium (IV),,,,,
13,DenseASPP for Semantic Segmentation in Street Scenes,2018,"1795(GS) ,1123(IEEE)",DenseASPP,Semantic Segmentation,,https://ieeexplore.ieee.org/document/8578486#citations,IEEE Xplore,road segmentation,https://doi.org/10.1109/CVPR.2018.00388,IEEE/CVPR,2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,,
15,Learning dynamic routing for semantic segmentation,2020,"222(GS), 138(IEEE)",Dynamic Routing,Semantic Segmentation,,https://ieeexplore.ieee.org/document/9156772,Review Paper,Image Segmentation Using Deep Learning: A Survey,https://doi.org/10.1109/CVPR42600.2020.00858,IEEE/CVPR,2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
16,Object-Contextual Representations for Semantic Segmentation,2020,"1983(GS), 1386(Springer)",OCRnet,Semantic Segmentation,,https://link.springer.com/chapter/10.1007/978-3-030-58539-6_11,Review Paper,Image Segmentation Using Deep Learning: A Survey,https://doi.org/10.1007/978-3-030-58539-6_11,Springer Nature,ECCV 2020,,,,,
17,Joint Semantic Segmentation and Boundary Detection Using Iterative Pyramid Contexts,2020,"172(GS), 106(IEEE)",IPCModule,Semantic Segmentation,,https://ieeexplore.ieee.org/document/9157246,Review Paper,Image Segmentation Using Deep Learning: A Survey,https://doi.org/10.1109/CVPR42600.2020.01368,IEEE/CVPR,2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
19,ROAD: Reality Oriented Adaptation for Semantic Segmentation of Urban Scenes,2018,"371(GS), 194(IEEE)",ROAD,Semantic Segmentation,,https://ieeexplore.ieee.org/document/8578921,IEEE Xplore,attention road segmentation,https://doi.org/10.1109/CVPR.2018.00823,IEEE/CVPR,2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,,
,SwiftNet: Real-time Video Object Segmentation,2021,"229(GS), 123(IEEE)",Swiftnet,Semantic Segmentation,,SwiftNet: Real-time Video Object Segmentation | IEEE Conference Publication | IEEE Xplore,Google Scholar,Semi supervised video object segmentation,10.1109/CVPR46437.2021.00135,IEEE,2021 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
,U-Net-Based CNN Architecture for Road Crack Segmentation,2023,48(GS),Unet,Semantic Segmentation,,U-Net-Based CNN Architecture for Road Crack Segmentation,Google Scholar,Road segmentation,https://doi.org/10.3390/infrastructures8050090,MDPI,Remote Sensing Techniques for Infrastructure Inspection and Monitoring,,,,,
,MSeg3D: Multi-Modal 3D Semantic Segmentation for Autonomous Driving,2023,"118(GS), 61(IEEE)",MSeg3D,Semantic Segmentation,,MSeg3D: Multi-Modal 3D Semantic Segmentation for Autonomous Driving | IEEE Conference Publication | IEEE Xplore,Google Scholar,Road segmentation,https://doi.org/10.1109/CVPR52729.2023.02078,IEEE,2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
,ICNet for Real-Time Semantic Segmentation on High-Resolution Images,2018,2050(GS),ICNet,Semantic Segmentation,,[1704.08545] ICNet for Real-Time Semantic Segmentation on High-Resolution Images,Google Scholar,Semantic segmentation,https://doi.org/10.48550/arXiv.1704.08545,,ECCV 2018,,,,,
,Pyramid Scene Parsing Network,2017,"18204(GS),10320(IEEE)",PSPNEt,Semantic Segmentation,,Pyramid Scene Parsing Network | IEEE Conference Publication | IEEE Xplore,Google Scholar,Semantic segmentation,https://doi.org/10.1109/CVPR.2017.660,IEEE,2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
,Segmentation of Drivable Road Using Deep Fully Convolutional Residual Network with Pyramid Pooling,2017,"54 (GS),44(springer)",,Semantic Segmentation,,Segmentation of Drivable Road Using Deep Fully Convolutional Residual Network with Pyramid Pooling | Cognitive Computation,Google Scholar,Semantic segmentation for roads,https://doi.org/10.1007/s12559-017-9524-y,Springer,"Cogn Comput 10, 272–281 (2018).",,,,,
,ERFNet: Efficient Residual Factorized ConvNet for Real-Time Semantic Segmentation,2018,"1685(GS), 1169(IEEE)",Erfnet,Semantic Segmentation,,ERFNet: Efficient Residual Factorized ConvNet for Real-Time Semantic Segmentation | IEEE Journals & Magazine | IEEE Xplore,Google Scholar,Semantic segmenation,https://doi.org/10.1109/TITS.2017.2750080,IEEE,"IEEE Transactions on Intelligent Transportation Systems ( Volume: 19, Issue: 1, January 2018)",,,,,
87,Fully Convolutional Networks for Semantic Segmentation,2015,57750(GS),FCN,semantic Segmentation,,Fully convolutional networks for semantic segmentation,Google Scholar,Semantic segmentation,https://doi.ieeecomputersociety.org/10.1109/CVPR.2015.7298965,IEEE,2015 IEEE Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
18,Learning Lightweight Lane Detection CNNs by Self Attention Distillation,2019,"843(GS), 521(IEEE)",SAD,"Semantic Segmentation, can do Instance Segmentation",,https://ieeexplore.ieee.org/document/9009567,IEEE Xplore,attention road segmentation,https://doi.org/10.1109/ICCV.2019.00110,IEEE/ICCV,2019 IEEE/CVF International Conference on Computer Vision (ICCV),,,,,
,Aryaman,,,,,,,,,,,,,,,,
,Aadyot,,,,,,,,,,,,,,,,
,Sharath (23 papers),,,,,,,,,,,,,,,,
,Hrishikesh,,,,,,,,,,,,,,,,
